USPS,GEOID,POP10,HU10,ALAND,AWATER,ALAND_SQMI,AWATER_SQMI,INTPTLAT,INTPTLONG                                                                                                                  
MI,26163558500,4030,1665,3250618,7402,1.255,0.003,42.3590827,-83.3961913
MI,26163558600,2098,866,1937991,24822,0.748,0.01,42.3610288,-83.3767565
MI,26163558700,2746,1136,1315295,0,0.508,0,42.3648211,-83.3622183
MI,26163558800,2806,1164,1286707,0,0.497,0,42.3576134,-83.3617234
MI,26163558900,1897,802,1319693,0,0.51,0,42.3652248,-83.3426471
MI,26163559000,2715,1120,1254731,0,0.484,0,42.3580136,-83.3421814
MI,26163559100,2635,1089,1301322,0,0.502,0,42.3658176,-83.323082
MI,26163559200,2175,884,1293739,0,0.5,0,42.3585733,-83.3227459
MI,26163560100,2739,1391,2628407,42904,1.015,0.017,42.4303346,-83.4872315
MI,26163560200,5408,2986,4936123,327804,1.906,0.127,42.4347522,-83.4563817
MI,26163560300,3407,1595,5146470,106192,1.987,0.041,42.4226123,-83.4675978
MI,26163560400,6153,2902,5297368,52386,2.045,0.02,42.4036814,-83.451303
MI,26163561200,5641,2007,14859871,434867,5.737,0.168,42.4144833,-83.533089
MI,26163561300,7888,2746,11775214,61995,4.546,0.024,42.4116258,-83.494461
MI,26163561600,3832,1960,6211658,102376,2.398,0.04,42.3840333,-83.4515677
MI,26163561700,2137,915,10842506,58399,4.186,0.023,42.3905785,-83.5166475
MI,26163561900,7111,2503,9610722,45150,3.711,0.017,42.3640905,-83.5243595
MI,26163562300,2069,926,3419995,6530,1.32,0.003,42.375478,-83.4982039
MI,26163562400,5457,2093,4717216,0,1.821,0,42.359806,-83.4930025
MI,26163562500,1951,1145,1669923,29962,0.645,0.012,42.3746761,-83.4575209
MI,26163562600,3685,1758,2033825,0,0.785,0,42.3759763,-83.4740067
MI,26163562700,3496,1749,2022422,0,0.781,0,42.364366,-83.4703215
MI,26163562800,3475,1622,3207581,34158,1.238,0.013,42.3651425,-83.4446301
MI,26163562900,3443,1689,3249426,0,1.255,0,42.3554706,-83.4546425
MI,26163563200,3294,1427,1012911,0,0.391,0,42.3464456,-83.4349691
MI,26163563300,2868,1359,4050363,88,1.564,0,42.3464023,-83.4561521
MI,26163563400,5092,1889,2600268,0,1.004,0,42.3440111,-83.4790429
MI,26163563500,6229,1980,5190308,0,2.004,0,42.3360476,-83.4982672
MI,26163563600,2116,759,1310243,0,0.506,0,42.329366,-83.4834182
MI,26163563700,1671,636,1262689,409,0.488,0,42.327415,-83.4682
MI,26163563800,2991,1129,1332137,0,0.514,0,42.3331012,-83.4691377
MI,26163563900,2435,991,1818085,0,0.702,0,42.3294805,-83.4518768
MI,26163564000,2045,1319,4307162,0,1.663,0,42.3248823,-83.436136
MI,26163564100,4337,1854,2007680,0,0.775,0,42.3156178,-83.4507552
MI,26163564200,3817,1562,1910441,0,0.738,0,42.3186693,-83.4733574
MI,26163564300,2644,1145,1977388,0,0.763,0,42.3114527,-83.4725101
MI,26163564401,5224,1616,10399839,31626,4.015,0.012,42.3360439,-83.5261711
MI,26163564402,4385,1519,7634106,0,2.948,0,42.3138055,-83.5167746
MI,26163564501,4246,1337,3905496,3106,1.508,0.001,42.2992093,-83.5250265
MI,26163564502,3711,1276,3743003,1962,1.445,0.001,42.296362,-83.4965134
MI,26163564503,3592,1630,3918480,0,1.513,0,42.2749978,-83.4956244
MI,26163564504,5961,2500,11572032,0,4.468,0,42.2792385,-83.524851
MI,26163564600,6678,2318,3904904,0,1.508,0,42.300463,-83.4721806
MI,26163564700,5029,1879,1923171,0,0.743,0,42.3012066,-83.4503692
MI,26163564800,4676,1829,6751032,0,2.607,0,42.2846056,-83.4658137
MI,26163564900,2086,906,4901172,37105,1.892,0.014,42.271536,-83.4605255
MI,26163565000,5046,1969,6089170,1898,2.351,0.001,42.288113,-83.434461
MI,26163565100,3483,1636,4612104,0,1.781,0,42.3217715,-83.4184825
MI,26163565200,5078,2580,3393777,1983,1.31,0.001,42.3428802,-83.4241663
MI,26163565300,5600,3099,3417804,9240,1.32,0.004,42.3472472,-83.3922893
MI,26163565600,2299,831,1558457,0,0.602,0,42.3050505,-83.4182778
MI,26163565700,3556,1330,2448013,0,0.945,0,42.2942763,-83.4173886
MI,26163565800,3881,1827,1929765,6819,0.745,0.003,42.3029594,-83.3567839
MI,26163565900,2580,1118,1189935,0,0.459,0,42.3038388,-83.3688343
MI,26163566400,1012,619,1950324,0,0.753,0,42.2850832,-83.365675
MI,26163566500,2267,1306,1776162,0,0.686,0,42.2829246,-83.3884884
MI,26163566600,2155,870,2386258,0,0.921,0,42.2833689,-83.4129123
MI,26163566700,3973,1634,5468654,1444,2.111,0.001,42.2700357,-83.4062016
MI,26163566800,3089,1286,1888357,0,0.729,0,42.2736999,-83.3702903
MI,26163566900,5097,2109,2121239,0,0.819,0,42.2752311,-83.3554381
MI,26163567000,3587,1604,3502745,7366,1.352,0.003,42.2730855,-83.3326751
MI,26163567100,3613,1819,2614445,0,1.009,0,42.347623,-83.3222341
MI,26163567201,3502,1434,1327307,0,0.512,0,42.3507496,-83.3417737
MI,26163567202,3016,1409,1630358,0,0.629,0,42.341833,-83.3423284
MI,26163567300,4455,1990,2426231,0,0.937,0,42.3471931,-83.3599795
MI,26163567400,2727,1442,2203644,12463,0.851,0.005,42.3456106,-83.3769212
MI,26163567800,5025,2524,2839416,0,1.096,0,42.3315898,-83.3759669
MI,26163567900,2929,1289,1713519,0,0.662,0,42.3168349,-83.3822965
MI,26163568000,2240,1207,2583478,0,0.997,0,42.3170089,-83.3986505
MI,26163568200,3917,1551,2578325,0,0.995,0,42.3025156,-83.3981172
MI,26163568300,4320,1989,1921427,0,0.742,0,42.2917921,-83.3927428
MI,26163568400,3876,1525,2007782,0,0.775,0,42.3024392,-83.3806595
MI,26163568500,4547,2112,1944328,0,0.751,0,42.2923991,-83.3636124
MI,26163568700,3943,1414,2310436,1704,0.892,0.001,42.2982018,-83.3455155
MI,26163568800,3127,2168,987397,0,0.381,0,42.3352197,-83.3927589
MI,26163568900,2796,1305,1759668,0,0.679,0,42.3293072,-83.3996382
MI,26163569100,2499,1018,1267739,0,0.489,0,42.3367163,-83.3216202
MI,26163569200,2787,1303,1293162,0,0.499,0,42.3295204,-83.321449
MI,26163569300,3861,1706,2143977,0,0.828,0,42.3316447,-83.3398792
MI,26163569400,2947,1250,1915133,0,0.739,0,42.3322479,-83.3579199
MI,26163569500,2662,1070,1822123,0,0.704,0,42.3213038,-83.3641298
MI,26163569600,3527,1436,1642716,0,0.634,0,42.3141309,-83.3620249
MI,26163569700,4463,1795,2528052,0,0.976,0,42.318213,-83.3403388
MI,26163569800,2499,1048,1611493,0,0.622,0,42.3213819,-83.3210237
MI,26163569900,2447,990,977128,0,0.377,0,42.314166,-83.3208004
MI,26163570100,3908,1924,1698468,0,0.656,0,42.3026247,-83.2957344
MI,26163570200,2724,1131,1807948,1610,0.698,0.001,42.3036706,-83.3098851
MI,26163570400,5186,2310,3980959,0,1.537,0,42.3003466,-83.3203336
MI,26163570500,3732,1681,2154587,0,0.832,0,42.2988426,-83.3347182
MI,26163570600,2009,876,1054211,0,0.407,0,42.2808955,-83.3337722
MI,26163570800,3022,1469,2488532,0,0.961,0,42.2822977,-83.3189713
MI,26163570900,2535,1156,1444060,0,0.558,0,42.2836437,-83.3046433
MI,26163571000,2250,1098,1565763,0,0.605,0,42.284541,-83.2949007
MI,26163571500,4585,1761,3140755,22246,1.213,0.009,42.3325738,-83.2479913
MI,26163571600,1672,776,1710928,0,0.661,0,42.3351373,-83.265938
MI,26163571700,2401,952,1239424,0,0.479,0,42.3492051,-83.2692857
MI,26163571800,3121,1353,1569844,0,0.606,0,42.352236,-83.2831267
MI,26163571900,2852,1407,2629725,0,1.015,0,42.3482826,-83.3028468
MI,26163572000,1899,778,1217132,0,0.47,0,42.3447235,-83.284022
MI,26163572100,6177,2500,2595783,0,1.002,0,42.3340109,-83.2825955
MI,26163572200,6231,2756,2572389,0,0.993,0,42.3336052,-83.3021224
MI,26163572400,1339,572,1346741,0,0.52,0,42.2966867,-83.2881141
MI,26163572500,1870,702,1292088,871,0.499,0,42.2714972,-83.3012029
MI,26163572600,5189,2338,2244578,0,0.867,0,42.2752024,-83.2800521
MI,26163572700,4616,1999,2262643,0,0.874,0,42.2756352,-83.2606068
MI,26163572800,5644,2430,2251130,0,0.869,0,42.2760445,-83.2411841
MI,26163572900,2615,1100,1092088,85,0.422,0,42.2762844,-83.2259093
MI,26163573000,3110,942,1628511,0,0.629,0,42.3227949,-83.2991471
MI,26163573100,4453,1702,1620066,0,0.626,0,42.3155357,-83.2987721
MI,26163573300,3900,1174,1136061,0,0.439,0,42.331889,-83.1845296
MI,26163573400,3702,1247,1043061,0,0.403,0,42.3234961,-83.1909023
MI,26163573500,5315,1295,4480537,76843,1.73,0.03,42.3143412,-83.1525188
MI,26163573600,6652,2217,3058969,21429,1.181,0.008,42.3391406,-83.1605742
MI,26163573701,1990,562,453979,0,0.175,0,42.3485705,-83.1713288
MI,26163573702,6524,1915,1365511,0,0.527,0,42.3387379,-83.1717259
MI,26163573800,5306,1578,1822537,0,0.704,0,42.345481,-83.1849702
MI,26163573900,5308,1586,1079835,0,0.417,0,42.338599,-83.1891477
MI,26163574000,5759,2011,1279242,0,0.494,0,42.3256057,-83.1772078
MI,26163574100,3955,1476,1655181,0,0.639,0,42.3182702,-83.1776549
MI,26163574202,3008,1646,3993521,35711,1.542,0.014,42.3074389,-83.1894193
MI,26163574300,3240,1374,4551480,10096,1.757,0.004,42.3238287,-83.205901
MI,26163574600,4913,2037,1732986,0,0.669,0,42.319594,-83.2654184
MI,26163574700,4391,1796,1947818,0,0.752,0,42.3196209,-83.2794175
MI,26163574800,4233,1631,2154427,0,0.832,0,42.3073859,-83.2748354
MI,26163574900,1776,1206,2715546,7855,1.048,0.003,42.3054504,-83.2576181
MI,26163575000,4589,2313,1572440,0,0.607,0,42.2987557,-83.250134
MI,26163575100,2649,1254,1103568,0,0.426,0,42.2942944,-83.2628692
MI,26163575200,4059,1947,1946941,0,0.752,0,42.2889151,-83.277959
MI,26163575300,3591,1577,1609799,0,0.622,0,42.2864656,-83.2610823
MI,26163575400,3253,1492,6292540,132063,2.43,0.051,42.2958208,-83.2300991
MI,26163575500,3886,1726,1575868,0,0.608,0,42.2850119,-83.2231021
MI,26163575600,1539,727,1665040,5540,0.643,0.002,42.2894325,-83.2144992
MI,26163576000,1845,833,4598007,82582,1.775,0.032,42.2831505,-83.2051594
MI,26163576100,6082,2685,3598579,0,1.389,0,42.2659846,-83.2032428
MI,26163576200,2610,1140,1537365,0,0.594,0,42.2622096,-83.2246738
MI,26163576300,2430,980,1131870,0,0.437,0,42.2511427,-83.225844
MI,26163576400,3621,1539,1630518,0,0.63,0,42.2502528,-83.2164357
MI,26163576500,3902,1640,1465372,0,0.566,0,42.2504758,-83.2058902
MI,26163576600,4169,1831,2276218,39623,0.879,0.015,42.2340803,-83.2086055
MI,26163576700,3553,1560,1841375,0,0.711,0,42.2349913,-83.2233008
MI,26163577000,4331,2000,1556863,1439,0.601,0.001,42.2522226,-83.1670939
MI,26163577100,2933,1276,1126196,0,0.435,0,42.2577829,-83.1756791
MI,26163577200,3188,1375,1948452,0,0.752,0,42.2617688,-83.1847927
MI,26163577300,3086,1323,1408039,0,0.544,0,42.2482446,-83.1956204
MI,26163577400,3508,1475,1473634,0,0.569,0,42.2449281,-83.1865495
MI,26163577500,3297,1461,1197496,0,0.462,0,42.2428548,-83.1748864
MI,26163577600,3790,1554,1357284,0,0.524,0,42.2387616,-83.1652187
MI,26163577700,2370,972,790130,0,0.305,0,42.2323952,-83.1747378
MI,26163577800,4944,2076,2084667,0,0.805,0,42.2341045,-83.1909896
MI,26163577900,4076,1820,1320689,0,0.51,0,42.224821,-83.1908564
MI,26163578000,2619,1196,950002,0,0.367,0,42.2257646,-83.1738454
MI,26163578500,5153,2294,2526231,98887,0.975,0.038,42.2863361,-83.1807939
MI,26163578600,5562,2624,4519350,0,1.745,0,42.2757597,-83.1776386
MI,26163579100,1881,1032,875499,27695,0.338,0.011,42.2759109,-83.1316707
MI,26163579200,3295,1558,1115503,0,0.431,0,42.2671403,-83.1344433
MI,26163579300,2727,1141,1460580,0,0.564,0,42.269603,-83.1435874
MI,26163579500,1863,839,3417270,2297090,1.319,0.887,42.2462487,-83.1357293
MI,26163579600,3117,1482,1369238,0,0.529,0,42.2566755,-83.1515705
MI,26163579700,2878,1371,1567720,0,0.605,0,42.2433474,-83.1546603
MI,26163579800,1654,852,938643,0,0.362,0,42.244955,-83.14527
MI,26163579900,4615,2084,7806029,161637,3.014,0.062,42.3201738,-83.2373533
MI,26163580100,2089,1009,2405408,3510938,0.929,1.356,42.2206214,-83.1335901
MI,26163580200,2875,1263,1096304,0,0.423,0,42.2286638,-83.159279
MI,26163580300,2882,1250,944220,0,0.365,0,42.2189431,-83.1622162
MI,26163580400,2644,1166,1041442,0,0.402,0,42.2180522,-83.1743624
MI,26163580500,2950,1365,1275008,0,0.492,0,42.2066394,-83.1759218
MI,26163580600,3121,1404,1349127,0,0.521,0,42.2074419,-83.1658005
MI,26163580700,3758,2077,1729441,886728,0.668,0.342,42.2058658,-83.1492673
MI,26163580800,1547,735,1902814,254138,0.735,0.098,42.1926183,-83.1568379
MI,26163580900,4017,1812,1976831,0,0.763,0,42.1928063,-83.1725402
MI,26163581100,3970,1802,3477954,12035,1.343,0.005,42.2089429,-83.2137995
MI,26163581200,3706,1885,2580109,0,0.996,0,42.1916243,-83.218721
MI,26163581500,2238,1021,856556,0,0.331,0,42.2173949,-83.1875995
MI,26163581600,5620,2796,4046299,0,1.562,0,42.2199189,-83.2138155
MI,26163581800,2724,1147,1198324,0,0.463,0,42.2039,-83.199438
MI,26163581900,4732,1960,1673923,0,0.646,0,42.2065687,-83.1871438
MI,26163582000,3064,1677,1685240,0,0.651,0,42.1922884,-83.1864409
MI,26163582100,3993,1645,2154223,0,0.832,0,42.191747,-83.2008596
MI,26163583000,2597,1088,3649573,23345,1.409,0.009,42.2621535,-83.2549366
MI,26163583100,4106,1661,3605170,0,1.392,0,42.2620128,-83.2949938
MI,26163583200,2859,1230,3120114,0,1.205,0,42.2554479,-83.2860923
MI,26163583300,2550,1074,1519088,0,0.587,0,42.2527649,-83.2592236
MI,26163583400,5040,2133,2175606,0,0.84,0,42.2553479,-83.240133
MI,26163583500,2788,1154,1268292,0,0.49,0,42.2454484,-83.240314
MI,26163583600,2667,1083,1301767,0,0.503,0,42.244876,-83.2597295
MI,26163583700,3721,1545,3319950,486,1.282,0,42.2455321,-83.2859445
MI,26163583800,4517,1959,5110130,0,1.973,0,42.2330335,-83.2884982
MI,26163583900,4093,1764,1964476,0,0.758,0,42.2339128,-83.261847
MI,26163584000,4471,1760,3179680,61453,1.228,0.024,42.2363884,-83.2433622
MI,26163584100,1743,755,3281354,442,1.267,0,42.2185728,-83.2401718
MI,26163584200,3695,1379,1935841,0,0.747,0,42.2194044,-83.2614451
MI,26163584300,1922,853,5106167,201,1.972,0,42.2163391,-83.2832664
MI,26163584400,3227,1383,5110682,2995,1.973,0.001,42.2020118,-83.291338
MI,26163584500,2567,1206,5220361,335,2.016,0,42.204338,-83.2484745
MI,26163584600,1836,932,5050424,6377,1.95,0.002,42.1933688,-83.2447741
MI,26163584700,2562,1030,2584681,0,0.998,0,42.1901834,-83.2771622
MI,26163584800,6170,2433,2613471,0,1.009,0,42.1892724,-83.2966522
MI,26163585500,1952,878,9676256,67,3.736,0,42.2547601,-83.3302937
MI,26163585600,3545,1488,5542524,0,2.14,0,42.2597019,-83.3686906
MI,26163585700,1973,770,7890020,211451,3.046,0.082,42.2400275,-83.3770645
MI,26163585800,4514,1828,10127275,41287,3.91,0.016,42.2457771,-83.4053674
MI,26163585900,3272,1572,7774724,0,3.002,0,42.2244804,-83.3998093
MI,26163586200,6684,2595,18419634,285225,7.112,0.11,42.202794,-83.3109137
MI,26163588561,3783.526929,1585.878304,3185425.198,64535.48106,1.229910224,0.024934428,42.27958732,-83.36095753
MI,26163588713,3786.479724,1586.754952,3189830.528,64603.20606,1.231611118,0.024960616,42.27931988,-83.36156977
MI,26163588866,3789.43252,1587.631601,3194235.859,64670.93106,1.233312012,0.024986803,42.27905244,-83.36218201
MI,26163589018,3792.385315,1588.508249,3198641.19,64738.65606,1.235012906,0.025012991,42.27878499,-83.36279425
MI,26163589171,3795.33811,1589.384898,3203046.52,64806.38106,1.2367138,0.025039178,42.27851755,-83.36340649
MI,26163589323,3798.290906,1590.261546,3207451.851,64874.10607,1.238414694,0.025065366,42.27825011,-83.36401873
MI,26163589476,3801.243701,1591.138194,3211857.181,64941.83107,1.240115588,0.025091553,42.27798267,-83.36463097
MI,26163589628,3804.196496,1592.014843,3216262.512,65009.55607,1.241816482,0.02511774,42.27771523,-83.36524322
MI,26163589781,3807.149292,1592.891491,3220667.843,65077.28107,1.243517376,0.025143928,42.27744779,-83.36585546
MI,26163589933,3810.102087,1593.76814,3225073.173,65145.00607,1.24521827,0.025170115,42.27718035,-83.3664677
MI,26163590086,3813.054882,1594.644788,3229478.504,65212.73107,1.246919164,0.025196303,42.27691291,-83.36707994
MI,26163590238,3816.007677,1595.521436,3233883.835,65280.45607,1.248620058,0.02522249,42.27664547,-83.36769218
MI,26163590391,3818.960473,1596.398085,3238289.165,65348.18107,1.250320952,0.025248678,42.27637803,-83.36830442
MI,26163590543,3821.913268,1597.274733,3242694.496,65415.90607,1.252021846,0.025274865,42.27611059,-83.36891666
MI,26163590696,3824.866063,1598.151381,3247099.827,65483.63107,1.253722741,0.025301052,42.27584315,-83.3695289
MI,26163590848,3827.818859,1599.02803,3251505.157,65551.35607,1.255423635,0.02532724,42.27557571,-83.37014114
MI,26163591001,3830.771654,1599.904678,3255910.488,65619.08108,1.257124529,0.025353427,42.27530827,-83.37075338
MI,26163591153,3833.724449,1600.781327,3260315.819,65686.80608,1.258825423,0.025379615,42.27504083,-83.37136563
MI,26163591306,3836.677245,1601.657975,3264721.149,65754.53108,1.260526317,0.025405802,42.27477338,-83.37197787
MI,26163591458,3839.63004,1602.534623,3269126.48,65822.25608,1.262227211,0.02543199,42.27450594,-83.37259011
MI,26163591611,3842.582835,1603.411272,3273531.811,65889.98108,1.263928105,0.025458177,42.2742385,-83.37320235
MI,26163591763,3845.535631,1604.28792,3277937.141,65957.70608,1.265628999,0.025484365,42.27397106,-83.37381459
MI,26163591916,3848.488426,1605.164569,3282342.472,66025.43108,1.267329893,0.025510552,42.27370362,-83.37442683
MI,26163592068,3851.441221,1606.041217,3286747.803,66093.15608,1.269030787,0.025536739,42.27343618,-83.37503907
MI,26163592221,3854.394017,1606.917865,3291153.133,66160.88108,1.270731681,0.025562927,42.27316874,-83.37565131
MI,26163592373,3857.346812,1607.794514,3295558.464,66228.60608,1.272432575,0.025589114,42.2729013,-83.37626355
MI,26163592526,3860.299607,1608.671162,3299963.794,66296.33109,1.274133469,0.025615302,42.27263386,-83.37687579
MI,26163592678,3863.252403,1609.547811,3304369.125,66364.05609,1.275834363,0.025641489,42.27236642,-83.37748803
MI,26163592831,3866.205198,1610.424459,3308774.456,66431.78109,1.277535257,0.025667677,42.27209898,-83.37810028
MI,26163592983,3869.157993,1611.301107,3313179.786,66499.50609,1.279236151,0.025693864,42.27183154,-83.37871252
MI,26163593136,3872.110789,1612.177756,3317585.117,66567.23109,1.280937045,0.025720052,42.2715641,-83.37932476
MI,26163593288,3875.063584,1613.054404,3321990.448,66634.95609,1.282637939,0.025746239,42.27129666,-83.379937
MI,26163593440,3878.016379,1613.931052,3326395.778,66702.68109,1.284338833,0.025772426,42.27102922,-83.38054924
MI,26163593593,3880.969175,1614.807701,3330801.109,66770.40609,1.286039727,0.025798614,42.27076178,-83.38116148
MI,26163593745,3883.92197,1615.684349,3335206.44,66838.13109,1.287740621,0.025824801,42.27049433,-83.38177372
MI,26163593898,3886.874765,1616.560998,3339611.77,66905.85609,1.289441515,0.025850989,42.27022689,-83.38238596
MI,26163594050,3889.82756,1617.437646,3344017.101,66973.58109,1.291142409,0.025877176,42.26995945,-83.3829982
MI,26163594203,3892.780356,1618.314294,3348422.432,67041.3061,1.292843303,0.025903364,42.26969201,-83.38361044
MI,26163594355,3895.733151,1619.190943,3352827.762,67109.0311,1.294544197,0.025929551,42.26942457,-83.38422269
MI,26163594508,3898.685946,1620.067591,3357233.093,67176.7561,1.296245091,0.025955738,42.26915713,-83.38483493
MI,26163594660,3901.638742,1620.94424,3361638.424,67244.4811,1.297945985,0.025981926,42.26888969,-83.38544717
MI,26163594813,3904.591537,1621.820888,3366043.754,67312.2061,1.299646879,0.026008113,42.26862225,-83.38605941
MI,26163594965,3907.544332,1622.697536,3370449.085,67379.9311,1.301347773,0.026034301,42.26835481,-83.38667165
MI,26163595118,3910.497128,1623.574185,3374854.415,67447.6561,1.303048667,0.026060488,42.26808737,-83.38728389
MI,26163595270,3913.449923,1624.450833,3379259.746,67515.3811,1.304749561,0.026086676,42.26781993,-83.38789613
MI,26163595423,3916.402718,1625.327482,3383665.077,67583.1061,1.306450455,0.026112863,42.26755249,-83.38850837
MI,26163595575,3919.355514,1626.20413,3388070.407,67650.8311,1.308151349,0.026139051,42.26728505,-83.38912061
MI,26163595728,3922.308309,1627.080778,3392475.738,67718.55611,1.309852243,0.026165238,42.26701761,-83.38973285
MI,26163595880,3925.261104,1627.957427,3396881.069,67786.28111,1.311553138,0.026191425,42.26675017,-83.39034509
MI,26163596033,3928.2139,1628.834075,3401286.399,67854.00611,1.313254032,0.026217613,42.26648272,-83.39095734
